Participant,Condition,Block,Sequence,Trial,Amplitudes,Width,Event,time,Pos_x,Pos_y
S01,C01,B02,1,1,200,30,MOUSEPOS,498,948,680
S01,C01,B02,1,1,200,30,MOUSEPOS,498,948,680
S01,C01,B02,1,1,200,30,MOUSEPOS,498,948,680
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,558,948,675
S01,C01,B02,1,1,200,30,MOUSEPOS,681,948,674
S01,C01,B02,1,1,200,30,MOUSEPOS,690,947,673
S01,C01,B02,1,1,200,30,MOUSEPOS,705,947,671
S01,C01,B02,1,1,200,30,MOUSEPOS,715,946,669
S01,C01,B02,1,1,200,30,MOUSEPOS,731,944,667
S01,C01,B02,1,1,200,30,MOUSEPOS,739,944,666
S01,C01,B02,1,1,200,30,MOUSEPOS,739,944,666
S01,C01,B02,1,1,200,30,MOUSEPOS,765,943,666
S01,C01,B02,1,1,200,30,MOUSEPOS,781,943,665
S01,C01,B02,1,1,200,30,MOUSEPOS,785,942,664
S01,C01,B02,1,1,200,30,MOUSEPOS,806,941,663
S01,C01,B02,1,1,200,30,MOUSEPOS,817,941,660
S01,C01,B02,1,1,200,30,MOUSEPOS,829,941,657
S01,C01,B02,1,1,200,30,MOUSEPOS,840,941,654
S01,C01,B02,1,1,200,30,MOUSEPOS,853,941,647
S01,C01,B02,1,1,200,30,MOUSEPOS,865,942,643
S01,C01,B02,1,1,200,30,MOUSEPOS,876,944,639
S01,C01,B02,1,1,200,30,MOUSEPOS,887,945,635
S01,C01,B02,1,1,200,30,MOUSEPOS,895,947,632
S01,C01,B02,1,1,200,30,MOUSEPOS,908,949,627
S01,C01,B02,1,1,200,30,MOUSEPOS,921,951,625
S01,C01,B02,1,1,200,30,MOUSEPOS,933,955,622
S01,C01,B02,1,1,200,30,MOUSEPOS,943,961,620
S01,C01,B02,1,1,200,30,MOUSEPOS,953,968,617
S01,C01,B02,1,1,200,30,MOUSEPOS,965,978,613
S01,C01,B02,1,1,200,30,MOUSEPOS,977,989,609
S01,C01,B02,1,1,200,30,MOUSEPOS,987,998,605
S01,C01,B02,1,1,200,30,MOUSEPOS,998,1007,603
S01,C01,B02,1,1,200,30,MOUSEPOS,1008,1017,601
S01,C01,B02,1,1,200,30,MOUSEPOS,1020,1031,600
S01,C01,B02,1,1,200,30,MOUSEPOS,1031,1045,600
S01,C01,B02,1,1,200,30,MOUSEPOS,1041,1060,600
S01,C01,B02,1,1,200,30,MOUSEPOS,1054,1080,600
S01,C01,B02,1,1,200,30,MOUSEPOS,1065,1097,600
S01,C01,B02,1,1,200,30,MOUSEPOS,1076,1112,599
S01,C01,B02,1,1,200,30,MOUSEPOS,1088,1124,598
S01,C01,B02,1,1,200,30,MOUSEPOS,1102,1135,596
S01,C01,B02,1,1,200,30,MOUSEPOS,1114,1142,595
S01,C01,B02,1,1,200,30,MOUSEPOS,1125,1147,594
S01,C01,B02,1,1,200,30,MOUSEPOS,1135,1151,592
S01,C01,B02,1,1,200,30,MOUSEPOS,1142,1154,591
S01,C01,B02,1,1,200,30,MOUSEPOS,1157,1158,589
S01,C01,B02,1,1,200,30,MOUSEPOS,1169,1161,587
S01,C01,B02,1,1,200,30,MOUSEPOS,1179,1163,585
S01,C01,B02,1,1,200,30,MOUSEPOS,1191,1165,583
S01,C01,B02,1,1,200,30,MOUSEPOS,1204,1166,581
S01,C01,B02,1,1,200,30,MOUSEPOS,1213,1166,580
S01,C01,B02,1,1,200,30,MOUSEPOS,1226,1167,577
S01,C01,B02,1,1,200,30,MOUSEPOS,1237,1168,575
S01,C01,B02,1,1,200,30,MOUSEPOS,1248,1169,571
S01,C01,B02,1,1,200,30,MOUSEPOS,1260,1170,567
S01,C01,B02,1,1,200,30,MOUSEPOS,1270,1171,565
S01,C01,B02,1,1,200,30,MOUSEPOS,1281,1172,561
S01,C01,B02,1,1,200,30,MOUSEPOS,1293,1172,559
S01,C01,B02,1,1,200,30,MOUSEPOS,1302,1172,558
S01,C01,B02,1,1,200,30,MOUSEPOS,1302,1172,558
S01,C01,B02,1,1,200,30,MOUSEPOS,1320,1172,557
S01,C01,B02,1,1,200,30,MOUSEPOS,1339,1172,556
S01,C01,B02,1,1,200,30,MOUSEPOS,1339,1172,556
S01,C01,B02,1,1,200,30,MOUSEPOS,1359,1171,555
S01,C01,B02,1,1,200,30,MOUSEPOS,1359,1171,555
S01,C01,B02,1,1,200,30,MOUSEPOS,1375,1170,555
S01,C01,B02,1,1,200,30,MOUSEPOS,1389,1169,553
S01,C01,B02,1,1,200,30,MOUSEPOS,1400,1169,552
S01,C01,B02,1,1,200,30,MOUSEPOS,1400,1169,552
S01,C01,B02,1,1,200,30,MOUSEPOS,1426,1167,549
S01,C01,B02,1,1,200,30,MOUSEPOS,1426,1167,549
S01,C01,B02,1,1,200,30,MOUSEPOS,1447,1165,546
S01,C01,B02,1,1,200,30,MOUSEPOS,1459,1162,543
S01,C01,B02,1,1,200,30,MOUSEPOS,1470,1161,541
S01,C01,B02,1,1,200,30,MOUSEPOS,1478,1160,540
S01,C01,B02,1,1,200,30,MOUSEPOS,1489,1159,539
S01,C01,B02,1,1,200,30,MOUSEPOS,1498,1159,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1498,1159,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1498,1159,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1531,1159,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1531,1159,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1549,1158,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1549,1158,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1577,1157,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1589,1154,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1604,1148,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1616,1141,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1628,1128,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1641,1113,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1653,1093,538
S01,C01,B02,1,1,200,30,MOUSEPOS,1665,1071,537
S01,C01,B02,1,1,200,30,MOUSEPOS,1677,1049,535
S01,C01,B02,1,1,200,30,MOUSEPOS,1688,1025,534
S01,C01,B02,1,1,200,30,MOUSEPOS,1700,998,534
S01,C01,B02,1,1,200,30,MOUSEPOS,1712,973,534
S01,C01,B02,1,1,200,30,MOUSEPOS,1724,945,533
S01,C01,B02,1,1,200,30,MOUSEPOS,1736,923,532
S01,C01,B02,1,1,200,30,MOUSEPOS,1748,903,531
S01,C01,B02,1,1,200,30,MOUSEPOS,1760,886,531
S01,C01,B02,1,1,200,30,MOUSEPOS,1772,871,530
S01,C01,B02,1,1,200,30,MOUSEPOS,1784,857,528
S01,C01,B02,1,1,200,30,MOUSEPOS,1796,846,526
S01,C01,B02,1,1,200,30,MOUSEPOS,1808,836,525
S01,C01,B02,1,1,200,30,MOUSEPOS,1821,827,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1833,821,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1845,818,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1855,817,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1858,816,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1875,814,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1884,812,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1899,806,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1910,801,524
S01,C01,B02,1,1,200,30,MOUSEPOS,1920,796,525
S01,C01,B02,1,1,200,30,MOUSEPOS,1932,792,525
S01,C01,B02,1,1,200,30,MOUSEPOS,1943,786,525
S01,C01,B02,1,1,200,30,MOUSEPOS,1953,782,526
S01,C01,B02,1,1,200,30,MOUSEPOS,1962,777,526
S01,C01,B02,1,1,200,30,MOUSEPOS,1973,773,526
S01,C01,B02,1,1,200,30,MOUSEPOS,1985,767,525
S01,C01,B02,1,1,200,30,MOUSEPOS,1996,764,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2006,761,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2006,761,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2027,760,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2027,760,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2044,759,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2058,758,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2064,757,525
S01,C01,B02,1,1,200,30,MOUSEPOS,2079,755,528
S01,C01,B02,1,1,200,30,MOUSEPOS,2092,752,531
S01,C01,B02,1,1,200,30,MOUSEPOS,2104,750,536
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2110,749,537
S01,C01,B02,1,1,200,30,MOUSEPOS,2217,749,539
S01,C01,B02,1,1,200,30,MOUSEPOS,2217,749,539
S01,C01,B02,1,1,200,30,MOUSEPOS,2236,750,539
S01,C01,B02,1,1,200,30,MOUSEPOS,2244,750,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2253,751,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2322,752,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2338,754,540
S01,C01,B02,1,1,200,30,MOUSEPOS,2351,755,542
S01,C01,B02,1,1,200,30,MOUSEPOS,2356,756,542
S01,C01,B02,1,1,200,30,MOUSEPOS,2367,758,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2367,758,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2367,758,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2400,759,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2477,760,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2477,760,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2500,761,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2500,761,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2500,761,543
S01,C01,B02,1,1,200,30,MOUSEPOS,2530,761,542
S01,C01,B02,1,1,200,30,MOUSEPOS,2530,761,542
S01,C01,B02,1,1,200,30,MOUSEPOS,2530,761,542
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2569,761,541
S01,C01,B02,1,2,200,30,MOUSEPOS,2664,761,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2675,760,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2686,759,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2706,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2706,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2706,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2734,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2734,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2734,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2734,758,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2783,760,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2794,763,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2806,773,540
S01,C01,B02,1,2,200,30,MOUSEPOS,2819,785,543
S01,C01,B02,1,2,200,30,MOUSEPOS,2831,800,545
S01,C01,B02,1,2,200,30,MOUSEPOS,2843,816,547
S01,C01,B02,1,2,200,30,MOUSEPOS,2856,836,549
S01,C01,B02,1,2,200,30,MOUSEPOS,2867,856,552
S01,C01,B02,1,2,200,30,MOUSEPOS,2879,881,555
S01,C01,B02,1,2,200,30,MOUSEPOS,2892,913,559
S01,C01,B02,1,2,200,30,MOUSEPOS,2904,942,563
S01,C01,B02,1,2,200,30,MOUSEPOS,2916,971,567
S01,C01,B02,1,2,200,30,MOUSEPOS,2928,999,570
S01,C01,B02,1,2,200,30,MOUSEPOS,2938,1018,572
S01,C01,B02,1,2,200,30,MOUSEPOS,2950,1040,573
S01,C01,B02,1,2,200,30,MOUSEPOS,2962,1055,575
S01,C01,B02,1,2,200,30,MOUSEPOS,2974,1065,576
S01,C01,B02,1,2,200,30,MOUSEPOS,2984,1071,576
S01,C01,B02,1,2,200,30,MOUSEPOS,2996,1076,578
S01,C01,B02,1,2,200,30,MOUSEPOS,3006,1079,579
S01,C01,B02,1,2,200,30,MOUSEPOS,3017,1081,581
S01,C01,B02,1,2,200,30,MOUSEPOS,3028,1082,583
S01,C01,B02,1,2,200,30,MOUSEPOS,3037,1083,584
S01,C01,B02,1,2,200,30,MOUSEPOS,3037,1083,584
S01,C01,B02,1,2,200,30,MOUSEPOS,3062,1084,585
S01,C01,B02,1,2,200,30,MOUSEPOS,3075,1086,586
S01,C01,B02,1,2,200,30,MOUSEPOS,3087,1091,588
S01,C01,B02,1,2,200,30,MOUSEPOS,3099,1098,592
S01,C01,B02,1,2,200,30,MOUSEPOS,3108,1104,594
S01,C01,B02,1,2,200,30,MOUSEPOS,3121,1110,597
S01,C01,B02,1,2,200,30,MOUSEPOS,3132,1115,597
S01,C01,B02,1,2,200,30,MOUSEPOS,3139,1118,598
S01,C01,B02,1,2,200,30,MOUSEPOS,3148,1120,599
S01,C01,B02,1,2,200,30,MOUSEPOS,3148,1120,599
S01,C01,B02,1,2,200,30,MOUSEPOS,3175,1121,600
S01,C01,B02,1,2,200,30,MOUSEPOS,3181,1122,600
S01,C01,B02,1,2,200,30,MOUSEPOS,3198,1125,603
S01,C01,B02,1,2,200,30,MOUSEPOS,3207,1127,605
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,2,200,30,MOUSEPOS,3219,1128,606
S01,C01,B02,1,3,200,30,MOUSEPOS,3343,1128,606
S01,C01,B02,1,3,200,30,MOUSEPOS,3349,1127,606
S01,C01,B02,1,3,200,30,MOUSEPOS,3364,1124,606
S01,C01,B02,1,3,200,30,MOUSEPOS,3373,1121,606
S01,C01,B02,1,3,200,30,MOUSEPOS,3387,1115,603
S01,C01,B02,1,3,200,30,MOUSEPOS,3398,1107,597
S01,C01,B02,1,3,200,30,MOUSEPOS,3409,1094,590
S01,C01,B02,1,3,200,30,MOUSEPOS,3420,1078,580
S01,C01,B02,1,3,200,30,MOUSEPOS,3432,1060,572
S01,C01,B02,1,3,200,30,MOUSEPOS,3442,1050,567
S01,C01,B02,1,3,200,30,MOUSEPOS,3453,1044,566
S01,C01,B02,1,3,200,30,MOUSEPOS,3465,1041,565
S01,C01,B02,1,3,200,30,MOUSEPOS,3465,1041,565
S01,C01,B02,1,3,200,30,MOUSEPOS,3465,1041,565
S01,C01,B02,1,3,200,30,MOUSEPOS,3465,1041,565
S01,C01,B02,1,3,200,30,MOUSEPOS,3506,1044,565
S01,C01,B02,1,3,200,30,MOUSEPOS,3521,1049,566
S01,C01,B02,1,3,200,30,MOUSEPOS,3533,1057,570
S01,C01,B02,1,3,200,30,MOUSEPOS,3545,1070,576
S01,C01,B02,1,3,200,30,MOUSEPOS,3557,1082,582
S01,C01,B02,1,3,200,30,MOUSEPOS,3568,1091,585
S01,C01,B02,1,3,200,30,MOUSEPOS,3579,1098,587
S01,C01,B02,1,3,200,30,MOUSEPOS,3589,1104,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3597,1107,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3606,1109,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3606,1109,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3606,1109,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3606,1109,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3606,1109,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3658,1108,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3772,1108,589
S01,C01,B02,1,3,200,30,MOUSEPOS,3786,1108,590
S01,C01,B02,1,3,200,30,MOUSEPOS,3797,1109,591
S01,C01,B02,1,3,200,30,MOUSEPOS,3808,1110,592
S01,C01,B02,1,3,200,30,MOUSEPOS,3808,1110,592
S01,C01,B02,1,3,200,30,MOUSEPOS,3830,1112,593
S01,C01,B02,1,3,200,30,MOUSEPOS,3830,1112,593
S01,C01,B02,1,3,200,30,MOUSEPOS,3830,1112,593
S01,C01,B02,1,3,200,30,MOUSEPOS,3830,1112,593
S01,C01,B02,1,3,200,30,MOUSEPOS,3872,1112,594
S01,C01,B02,1,3,200,30,MOUSEPOS,3872,1112,594
S01,C01,B02,1,3,200,30,MOUSEPOS,3896,1112,594
S01,C01,B02,1,3,200,30,MOUSEPOS,3908,1113,595
S01,C01,B02,1,3,200,30,MOUSEPOS,3908,1113,595
S01,C01,B02,1,3,200,30,MOUSEPOS,3908,1113,595
S01,C01,B02,1,3,200,30,MOUSEPOS,3908,1113,595
S01,C01,B02,1,3,200,30,MOUSEPOS,3953,1112,595
S01,C01,B02,1,3,200,30,MOUSEPOS,3964,1108,594
S01,C01,B02,1,3,200,30,MOUSEPOS,3977,1096,588
S01,C01,B02,1,3,200,30,MOUSEPOS,3989,1080,582
S01,C01,B02,1,3,200,30,MOUSEPOS,4001,1058,572
S01,C01,B02,1,3,200,30,MOUSEPOS,4013,1030,561
S01,C01,B02,1,3,200,30,MOUSEPOS,4025,999,549
S01,C01,B02,1,3,200,30,MOUSEPOS,4037,968,540
S01,C01,B02,1,3,200,30,MOUSEPOS,4049,938,532
S01,C01,B02,1,3,200,30,MOUSEPOS,4058,915,528
S01,C01,B02,1,3,200,30,MOUSEPOS,4070,888,522
S01,C01,B02,1,3,200,30,MOUSEPOS,4082,865,518
S01,C01,B02,1,3,200,30,MOUSEPOS,4093,848,515
S01,C01,B02,1,3,200,30,MOUSEPOS,4103,837,513
S01,C01,B02,1,3,200,30,MOUSEPOS,4115,827,510
S01,C01,B02,1,3,200,30,MOUSEPOS,4127,819,507
S01,C01,B02,1,4,200,30,MOUSEPOS,4139,813,504
S01,C01,B02,1,4,200,30,MOUSEPOS,4151,806,500
S01,C01,B02,1,4,200,30,MOUSEPOS,4157,805,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4168,804,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4168,804,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4192,806,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4203,809,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4214,812,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4228,815,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4239,818,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4248,821,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4256,823,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4264,824,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4280,825,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4280,825,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4280,825,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4280,825,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4328,824,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4339,821,498
S01,C01,B02,1,4,200,30,MOUSEPOS,4350,818,497
S01,C01,B02,1,4,200,30,MOUSEPOS,4361,816,497
S01,C01,B02,1,4,200,30,MOUSEPOS,4364,815,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4380,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4380,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4380,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4380,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4421,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4421,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4421,814,496
S01,C01,B02,1,4,200,30,MOUSEPOS,4461,815,497
S01,C01,B02,1,4,200,30,MOUSEPOS,4473,821,501
S01,C01,B02,1,4,200,30,MOUSEPOS,4486,833,509
S01,C01,B02,1,4,200,30,MOUSEPOS,4498,850,519
S01,C01,B02,1,4,200,30,MOUSEPOS,4510,868,531
S01,C01,B02,1,4,200,30,MOUSEPOS,4522,884,541
S01,C01,B02,1,4,200,30,MOUSEPOS,4534,899,549
S01,C01,B02,1,4,200,30,MOUSEPOS,4546,912,555
S01,C01,B02,1,4,200,30,MOUSEPOS,4556,920,558
S01,C01,B02,1,4,200,30,MOUSEPOS,4565,925,560
S01,C01,B02,1,4,200,30,MOUSEPOS,4571,927,560
S01,C01,B02,1,4,200,30,MOUSEPOS,4587,928,560
S01,C01,B02,1,4,200,30,MOUSEPOS,4587,928,560
S01,C01,B02,1,4,200,30,MOUSEPOS,4587,928,560
S01,C01,B02,1,4,200,30,MOUSEPOS,4587,928,560
S01,C01,B02,1,5,200,30,MOUSEPOS,4630,928,560
S01,C01,B02,1,5,200,30,MOUSEPOS,4630,928,560
S01,C01,B02,1,5,200,30,MOUSEPOS,4655,929,561
S01,C01,B02,1,5,200,30,MOUSEPOS,4664,932,561
S01,C01,B02,1,5,200,30,MOUSEPOS,4675,935,563
S01,C01,B02,1,5,200,30,MOUSEPOS,4686,938,564
S01,C01,B02,1,5,200,30,MOUSEPOS,4701,941,566
